,Artist Name,Release,Song Title,Artist Location,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
4082,Harry Connick_ Jr.,She,Here Comes The Big Parade,"New Orleans, LA",251.76771,0,0.466,1,0.314,-6.131,138.408,1,0.025,0.142,209.0,153.0,137.0,129.0,50.0,77.0,20.0,100.0,28.0,44.0,20.0,74.0
4083,Megadrums,Layers Of Time,Tschung Mori,,104.64608,1,0.491,1,0.31,-18.922,118.087,3,1.0,0.228,245.0,59.0,10.0,11.0,11.0,4.0,1.0,40.0,27.0,1.0,15.0,1.0
4084,Commissioned,On The Winning Side,I'm Gonna Let My Love Flow,Michigan,235.72853,8,0.317,1,0.363,-13.644,124.066,4,0.822,5.103,221.0,160.0,134.0,92.0,48.0,72.0,41.0,55.0,29.0,16.0,51.0,12.0
4085,Gloria De Haven,Gloria De Haven Sings,Red Hot Pepper Pot,,163.42159,2,0.74,1,0.501,-12.265,179.688,1,0.0,0.165,171.0,75.0,88.0,61.0,59.0,47.0,18.0,40.0,36.0,22.0,11.0,3.0
4086,fIREHOSE,Sometimes,Rhymin' Spielin',,122.64444,9,0.343,1,0.276,-15.855,108.489,4,0.509,0.218,108.0,59.0,46.0,50.0,43.0,44.0,31.0,30.0,11.0,16.0,15.0,9.0
4087,Mick Hucknall,A Tribute To A Legend,I Love You More Than You'll Ever Know,,406.93506,1,0.21,0,0.388,-10.452,107.398,1,0.872,0.09,581.0,108.0,83.0,117.0,43.0,62.0,37.0,64.0,41.0,22.0,35.0,15.0
4088,Farlow-Kirch Band,Alligator Crawl,Juke Joint,California - SF,220.13342,2,0.319,1,0.461,-9.851,187.495,4,0.134,4.51,226.0,197.0,101.0,84.0,66.0,59.0,64.0,78.0,25.0,40.0,15.0,17.0
4089,Jim Chappell,The EarthSea Series Volume I,In The Hills,United States,227.36934,0,0.594,1,0.599,-14.893,126.052,1,0.0,0.311,477.0,5.0,22.0,11.0,11.0,58.0,2.0,79.0,4.0,4.0,3.0,8.0
4090,Goldfish,Coming Home,Watch Out for The Birdsongs,,159.45098,9,0.0,0,0.0,-5.529,139.987,4,0.957,0.0,248.0,47.0,8.0,6.0,0.0,20.0,10.0,3.0,3.0,11.0,30.0,105.0
4091,Solomon,Solomon Vol. 2,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,New York,37.48526,10,1.0,1,0.625,-27.239,110.647,1,0.619,0.0,46.0,2.0,12.0,2.0,0.0,16.0,0.0,11.0,4.0,0.0,6.0,0.0
4092,Busdriver featuring Abstract Rude & Ellay Khule,Fear Of A Black Tangent,Map Your Psyche,,255.63383,3,0.012,1,0.228,-12.09,114.895,4,0.804,0.0,340.0,191.0,67.0,131.0,109.0,118.0,58.0,36.0,44.0,51.0,33.0,10.0
4093,4Him,Chapter One .. A Decade,You Are Holy,,296.98567,0,0.456,1,0.673,-9.908,139.919,4,0.707,2.003,442.0,95.0,95.0,39.0,65.0,63.0,20.0,46.0,17.0,36.0,3.0,29.0
4094,Pitch Black,Expectations,Harmonia,"Oakland, CA",377.36444,0,0.097,1,0.108,-6.597,130.957,4,0.0,0.0,1119.0,534.0,91.0,18.0,110.0,60.0,65.0,27.0,41.0,216.0,128.0,59.0
4095,Rude Boys,Rude Awakening,Heaven (LP Version),,289.95873,10,0.466,0,0.464,-14.544,97.03,4,0.991,0.315,325.0,158.0,131.0,134.0,37.0,85.0,30.0,58.0,167.0,25.0,45.0,31.0
4096,Charlie Byrd,Byrd By The Sea,It Don't Mean A Thing (If It Ain't Got That Swing),"Chuckatuck, VA",229.32853,0,0.675,1,0.472,-14.048,109.542,1,0.015,0.148,278.0,150.0,144.0,97.0,74.0,67.0,62.0,66.0,33.0,36.0,23.0,9.0
4097,Dr Bombay,Rice & Curry,Girle Girle,,192.02567,9,0.543,1,0.317,-5.884,137.96,4,0.017,3.024,181.0,35.0,121.0,26.0,87.0,73.0,83.0,62.0,46.0,156.0,8.0,13.0
4098,Jim Reeves,Moonlight and Roses/The Jim Reeves Way,Rosa Rio,"Galloway, Panola County, TX",175.01995,11,1.0,1,0.761,-11.727,158.763,3,0.634,0.165,204.0,113.0,57.0,27.0,30.0,63.0,13.0,26.0,17.0,21.0,22.0,11.0
4099,Devo,Shout,The 4th Dimension (LP Version),Georgia,264.33261,2,0.67,1,0.525,-10.499,144.801,4,1.0,0.076,218.0,80.0,234.0,74.0,60.0,101.0,11.0,62.0,28.0,28.0,0.0,8.0
4100,Janet Jackson,Discipline,Greatest X,Los Angeles &amp; New York,263.02649,1,0.613,1,0.615,-7.006,114.024,4,1.0,7.906,377.0,138.0,122.0,65.0,63.0,88.0,23.0,49.0,35.0,27.0,17.0,10.0
4101,Gordon MacRae,Carousel / Rodgers & Hammerstein's / Original Motion Picture Soundtrack (Expanded Edition),Soliloquy (2001 Digital Remaster),,470.9873,5,0.2,1,0.357,-14.563,133.017,3,0.97,0.409,433.0,207.0,141.0,94.0,101.0,131.0,60.0,84.0,43.0,52.0,19.0,40.0
4102,Eason Chan,Eason Moving On Stage 1,Xi Yang Wu Xian Hao,,241.44934,10,0.806,1,0.688,-13.294,81.999,4,0.456,0.0,224.0,64.0,80.0,43.0,43.0,60.0,18.0,50.0,12.0,24.0,19.0,7.0
4103,Sex Machine,Huraratelyart,We Wanna Change Our Band Name,Michigan,148.47955,0,0.764,1,0.689,-2.972,170.167,4,0.044,0.0,217.0,43.0,39.0,10.0,16.0,84.0,8.0,43.0,3.0,14.0,8.0,6.0
4104,Jackie Wilson,Lonely Teardrops,If I Can't Have You,"Detroit, MI",101.77261,10,0.32,1,0.36,-10.283,161.728,4,1.0,0.0,70.0,34.0,42.0,66.0,62.0,13.0,33.0,42.0,15.0,1.0,6.0,0.0
4105,Pinch,Underwater Dancehall,Widescreen,Illinois,288.39138,6,0.624,0,0.563,-10.411,70.047,4,1.0,0.195,271.0,55.0,54.0,102.0,68.0,175.0,53.0,5.0,28.0,9.0,4.0,0.0
4106,Cadet,Earth To Heaven,Medley: Father_ I Adore You/More Precious Than Silver,"Eugene, OR",267.07546,7,1.0,1,0.845,-5.105,80.721,4,0.534,0.0,260.0,43.0,45.0,41.0,24.0,57.0,51.0,35.0,3.0,7.0,1.0,24.0
4107,Young-Holt Unlimited,Mellow Dreamin',The Devil Made Me Do Dat (LP Version),"Chicago, IL",176.63955,2,0.77,1,0.519,-11.987,166.796,7,0.0,0.089,232.0,140.0,100.0,27.0,24.0,29.0,12.0,33.0,16.0,39.0,11.0,11.0
4108,The Tokens,Wimoweh!!! - The Best Of The Tokens,La Bamba,"Brooklyn, NY",154.06975,0,0.523,1,0.459,-10.319,83.809,4,1.0,2.159,154.0,49.0,112.0,37.0,70.0,89.0,6.0,32.0,2.0,23.0,2.0,7.0
4109,Kanda Bongo Man,Djessy,Dyna,"Inongo, Zaire",500.6624,8,0.301,0,0.315,-12.602,131.444,4,0.897,0.0,750.0,185.0,188.0,230.0,132.0,243.0,126.0,286.0,122.0,89.0,161.0,18.0
4110,Devanic,Mask Industries,I Am,Vienna,336.06485,4,0.034,1,0.239,-7.071,87.044,4,0.437,0.0,391.0,146.0,102.0,91.0,66.0,73.0,32.0,77.0,39.0,66.0,30.0,36.0
4111,Jack Johnson,Sleep Through The Static: Remixed,Monsoon,"Galveston, TX",264.82893,11,0.015,0,0.17,-6.892,142.449,4,0.435,0.259,611.0,79.0,26.0,37.0,40.0,33.0,12.0,89.0,41.0,48.0,20.0,49.0
4112,Harry Connick_ Jr,Eleven,Joe Avery's Piece,"New Orleans, LA",192.07791,0,0.22,1,0.499,-10.7,181.469,4,0.174,3.849,226.0,114.0,63.0,67.0,80.0,40.0,27.0,62.0,14.0,26.0,14.0,22.0
4113,Converge,Converge EP,Deep Inside,"Boston, Brooklyn USA",407.03955,5,0.294,0,0.425,-7.49,152.775,4,1.0,0.228,398.0,522.0,72.0,58.0,253.0,297.0,263.0,423.0,26.0,86.0,113.0,137.0
4114,Astarte,Doomed Dark Years,Thorns of Charon (Pt. 2) - Emerge from Hades,"Athens, Greece",419.97016,9,0.395,0,0.296,-4.012,156.15,4,0.713,0.724,167.0,47.0,62.0,40.0,25.0,22.0,14.0,44.0,6.0,23.0,2.0,19.0
4115,Beastie Boys,Paul's Boutique (20th Anniversary Remastered Edition),Shadrach (2009 Digital Remaster),"New York, NY",248.13669,2,0.016,1,0.364,-12.173,100.649,4,0.891,0.0,358.0,252.0,84.0,96.0,56.0,48.0,92.0,89.0,71.0,60.0,65.0,13.0
4116,Los Traileros Del Norte,23 Aniversario,El Bipper,,201.03791,0,0.071,1,0.35,-6.005,111.944,4,0.0,2.81,218.0,82.0,129.0,85.0,105.0,69.0,53.0,101.0,27.0,24.0,20.0,19.0
4117,Imiskoubria,To Pirame,To Pirame,,211.64363,2,0.434,1,0.43,-8.85,180.077,4,0.703,0.678,270.0,283.0,68.0,42.0,43.0,49.0,85.0,102.0,45.0,14.0,6.0,0.0
4118,The Scare,Oozevoodoo,I Saw Destruction,,209.71057,7,0.403,1,0.502,-4.745,110.161,4,0.292,0.273,193.0,68.0,86.0,25.0,57.0,43.0,21.0,11.0,10.0,24.0,24.0,24.0
4119,Massimiliano Damerini,Piano XX - Vol. 1,Sonata I.X.1905: I. Preduycha (Janácek),,397.81832,3,0.447,0,0.525,-23.042,99.809,5,0.533,0.411,315.0,79.0,150.0,93.0,48.0,82.0,40.0,70.0,17.0,29.0,17.0,1.0
4120,Charlie Byrd,Byrd & Brazil,How Insensitive,"Chuckatuck, VA",361.56036,2,0.358,0,0.451,-22.937,121.887,4,0.162,0.328,471.0,152.0,134.0,100.0,105.0,77.0,43.0,122.0,29.0,34.0,17.0,7.0
4121,Jeff And Sheri Easter,Silent Witness,A Love That Keeps On Giving (Silent Witness Album Version),,191.99955,0,0.935,1,0.83,-10.301,101.943,3,0.976,2.81,316.0,47.0,42.0,14.0,34.0,58.0,10.0,109.0,2.0,15.0,3.0,11.0
4122,Juice Leskinen,Taivaan kappaleita,Halintamyymälän aamutoimet,,271.77751,9,0.709,1,0.617,-13.589,107.769,4,1.0,0.229,331.0,67.0,42.0,47.0,20.0,39.0,5.0,24.0,15.0,7.0,8.0,3.0
4123,Wet Wet Wet,Best Of,Hear Me Now,"Glasgow, Scotland",242.65098,2,0.928,1,0.854,-7.811,95.465,4,0.43,0.155,350.0,44.0,39.0,24.0,20.0,73.0,11.0,29.0,11.0,4.0,6.0,10.0
4124,ZENFU,Zeitreise,Großraumbrand,,226.82077,9,0.354,0,0.149,-6.054,124.887,4,0.868,0.0,239.0,144.0,98.0,33.0,38.0,82.0,35.0,77.0,52.0,63.0,46.0,41.0
4125,Vince Guaraldi Trio,Jazz Impressions,Yesterdays,"San Francisco, CA",242.9122,2,0.549,0,0.529,-25.924,92.4,3,0.253,0.252,98.0,79.0,87.0,59.0,47.0,37.0,44.0,46.0,28.0,16.0,8.0,4.0
4126,Shifty,Happy Love Sick,EZ Cuz You're Beautiful (Album Version),"Los Angeles, California",192.91383,3,0.0,1,0.134,-5.295,163.884,4,0.337,0.0,272.0,112.0,119.0,57.0,32.0,37.0,43.0,43.0,18.0,28.0,29.0,20.0
4127,Glen Campbell,Walkin' In The Sun,Woodcarver,"Delight, AR",202.70975,1,1.0,1,0.978,-8.472,152.082,3,0.697,0.171,338.0,35.0,44.0,17.0,35.0,94.0,2.0,63.0,9.0,2.0,0.0,0.0
4128,Martin Denny,Singing Bamboos,Manila,"New York, NY",144.71791,3,0.328,1,0.537,-17.306,125.052,1,0.0,0.061,169.0,54.0,77.0,56.0,41.0,48.0,18.0,30.0,16.0,18.0,22.0,0.0
4129,Selena,Unforgettable,Techno Cumbia,Texas,225.17506,11,0.005,1,0.19,-7.572,90.971,4,0.207,0.102,281.0,151.0,91.0,95.0,56.0,68.0,45.0,74.0,34.0,74.0,61.0,53.0
4130,Rance Allen Group,Up Above My Head,Put Your Hand In The Hand,"Detroit, MI",252.36853,2,0.799,1,0.942,-12.48,163.381,4,0.134,0.423,243.0,165.0,139.0,66.0,46.0,45.0,38.0,63.0,31.0,52.0,9.0,1.0
4131,Chelsea,Live And Loud,Decide,England,301.71383,11,0.607,0,0.242,-9.869,86.727,4,0.667,0.0,273.0,138.0,70.0,44.0,56.0,69.0,18.0,16.0,19.0,5.0,7.0,6.0
4132,Alex Ubago,Siempre en mi mente,Temblando,"Vitoria, Spain",201.09016,9,0.671,1,0.66,-8.205,96.7,7,0.81,4.505,176.0,36.0,62.0,38.0,25.0,54.0,8.0,28.0,19.0,3.0,8.0,1.0
4133,Conway Twitty,The Road That I Walk,Sitting In A Dim Café,"Friars Point, MS",157.12608,9,0.426,1,0.414,-14.626,89.71,1,0.811,0.306,77.0,89.0,47.0,86.0,63.0,40.0,24.0,26.0,31.0,25.0,4.0,6.0
4134,Alicia Keys,Unplugged,Heartburn,"Harlem, New York",183.43138,1,0.477,1,0.354,-9.74,105.775,4,0.986,0.0,159.0,166.0,97.0,42.0,38.0,53.0,43.0,33.0,28.0,37.0,4.0,2.0
4135,The Plimsouls,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,I Want You Back,,147.9571,4,0.342,1,0.438,-7.842,123.452,4,1.0,0.0,95.0,74.0,46.0,62.0,71.0,49.0,11.0,32.0,46.0,12.0,8.0,10.0
4136,Lily Allen,LDN,LDN (Warbox Original Cut Dub),LDN,234.1873,5,0.041,1,0.262,-7.794,99.982,4,0.926,0.219,239.0,114.0,80.0,50.0,132.0,120.0,41.0,29.0,21.0,67.0,29.0,33.0
4137,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,Thug Passion,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),,318.79791,9,0.007,1,0.115,-13.135,125.827,7,0.313,0.0,525.0,222.0,125.0,75.0,58.0,56.0,46.0,69.0,51.0,29.0,11.0,1.0
4138,My Chemical Romance,Three Cheers For Sweet Revenge,Interlude (Album Version),New Jersey,57.18159,6,0.0,0,0.235,-22.42,132.474,3,1.0,0.189,68.0,17.0,0.0,15.0,1.0,4.0,1.0,4.0,5.0,0.0,6.0,1.0
4139,Daniel Johnston,Continued Story / Hi_ How Are You?,Desperate Man Blues,"Sacramento, CA",219.76771,9,0.678,1,0.443,-24.308,92.938,1,0.23,0.092,194.0,101.0,68.0,55.0,48.0,66.0,23.0,37.0,17.0,5.0,10.0,12.0
4140,Eyes Cream,Open Up Your Mind,Open Up Your Mind (Guido Osorio Club Mix),,492.30322,0,0.769,0,0.66,-7.052,129.994,4,0.54,0.624,846.0,341.0,176.0,283.0,253.0,213.0,189.0,265.0,33.0,30.0,22.0,7.0
4141,Hot Chip,101 Running Songs,Ready For The Floor (Radio Edit),London,202.10893,11,0.472,1,0.301,-5.087,128.988,4,0.214,0.322,244.0,38.0,75.0,91.0,16.0,96.0,58.0,36.0,126.0,19.0,41.0,68.0
4142,ZombieSuckers,Tales From The Undead,The Nightmare Begins,,62.95465,1,0.0,1,0.0,-22.904,42.58,4,0.0,0.109,17.0,7.0,2.0,4.0,1.0,3.0,2.0,10.0,1.0,0.0,1.0,0.0
4143,PitchBlack,Designed To Dislike,Satanic Majesty,"Oakland, CA",292.70159,9,0.579,1,0.534,-4.427,208.865,4,0.127,0.101,211.0,131.0,78.0,72.0,25.0,56.0,24.0,100.0,64.0,19.0,42.0,31.0
4144,OutKast,ATLiens,Wailin',"Atlanta, GA",118.9873,1,0.792,1,0.638,-10.817,95.381,4,1.0,0.386,187.0,125.0,43.0,32.0,39.0,33.0,19.0,20.0,15.0,19.0,16.0,19.0
4145,LL Cool J / Freeway,Todd Smith,What You Want,"Bayshore, Long Island, NY",264.48934,1,0.367,1,0.223,-4.628,50.51,1,0.0,0.183,276.0,196.0,133.0,87.0,60.0,81.0,58.0,95.0,95.0,43.0,76.0,64.0
4146,Joe McBride,Texas Rhythm Club,On The Money,,258.35057,7,0.446,0,0.515,-7.028,93.986,4,0.648,0.247,305.0,134.0,127.0,85.0,69.0,68.0,32.0,111.0,49.0,62.0,70.0,10.0
4147,Irwin Goodman,Kolmastoista kerta,Terve menoo jätkänretale,Hämeenlinna,200.9073,9,0.305,1,0.496,-5.901,108.199,4,0.675,3.437,145.0,96.0,45.0,90.0,67.0,63.0,26.0,124.0,58.0,27.0,26.0,7.0
4148,Buckwheat Zydeco,Trouble,Trouble (Studio),"Lafayette, LA",233.50812,10,0.0,0,0.243,-5.588,148.371,4,0.0,0.0,130.0,188.0,77.0,120.0,123.0,150.0,48.0,42.0,62.0,37.0,29.0,2.0
4149,Freddie McGregor,Strictly Lovers Rock Vol. 3,Ask You for a Dance,,247.64036,0,0.85,1,0.608,-7.065,114.013,5,0.408,0.833,330.0,175.0,109.0,71.0,104.0,76.0,64.0,117.0,30.0,41.0,13.0,17.0
4150,Fania All Stars,Salsa Legende - Best of Fania All Stars,Soul makossa,,342.30812,11,0.0,0,0.237,-8.48,92.097,7,0.835,0.328,277.0,134.0,361.0,82.0,98.0,43.0,254.0,74.0,40.0,41.0,81.0,27.0
4151,Casiotone For The Painfully Alone,Town Topic EP,Bad People,,26.80118,1,0.0,1,0.0,-10.039,100.919,4,0.604,0.0,66.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4152,Ideal,Ideal,Roter Rolls Royce,Florida,191.73832,10,0.28,1,0.258,-11.761,95.572,4,1.0,0.0,177.0,170.0,73.0,40.0,46.0,58.0,14.0,29.0,19.0,14.0,19.0,17.0
4153,Midnight Fish,Midnight Fish,Baby Here I Am,,300.82567,9,0.458,1,0.516,-7.681,96.679,5,0.516,0.096,328.0,125.0,106.0,139.0,76.0,127.0,41.0,69.0,105.0,53.0,37.0,7.0
4154,Tijuana Hercules,Tijuana Hercules,When The Moon Comes Up Wild,Illinois,178.49424,11,0.0,0,0.024,-8.487,119.38,3,1.0,0.237,149.0,39.0,77.0,60.0,27.0,47.0,20.0,42.0,9.0,27.0,13.0,0.0
4155,Mariano Yanani,Babies Go To Sleep,Adagio (Albinoni),,216.68526,7,0.721,0,0.743,-16.6,89.933,3,0.555,2.322,351.0,36.0,49.0,28.0,15.0,33.0,5.0,8.0,20.0,8.0,6.0,2.0
4156,King Curtis,Azure,The Lone Prairie,"Fort Worth, TX",127.03302,9,0.914,1,0.504,-9.682,136.089,1,0.0,0.363,178.0,69.0,31.0,26.0,20.0,44.0,6.0,26.0,33.0,18.0,14.0,3.0
4157,Albert Ayler,Nuits De La Fondation Maeght 1970,Music Is The Healing Force Of The Universe,"Cleveland, OH",632.34567,11,0.531,0,0.469,-9.8,71.642,5,0.864,0.0,695.0,267.0,351.0,212.0,96.0,105.0,53.0,182.0,34.0,59.0,12.0,22.0
4158,Monty Are I,Wall Of People,In This Legacy,"Providence, RI",245.10649,8,0.452,0,0.498,-4.654,189.917,4,0.297,2.728,275.0,92.0,49.0,68.0,81.0,80.0,28.0,71.0,33.0,1.0,31.0,16.0
4159,The Jackson Southernaires,The Word In Song,When We All Get To Heaven,Mississippi,272.53506,2,0.534,1,0.644,-9.217,113.643,1,0.161,0.351,382.0,120.0,72.0,31.0,27.0,74.0,26.0,43.0,23.0,15.0,16.0,19.0
4160,Anti-Flag,The Terror State,Death Of A Nation,"Pittsburgh, PA",115.53914,1,0.629,1,0.603,-3.116,189.134,4,0.0,0.0,128.0,36.0,48.0,17.0,45.0,70.0,12.0,32.0,3.0,6.0,9.0,0.0
4161,Kraftwerk,Tour De France (2009 Digital Remaster),Titanium (2009 Digital Remaster),"D�orf, Germany",201.09016,1,0.888,0,0.858,-10.184,126.132,4,0.968,0.0,180.0,90.0,63.0,153.0,106.0,204.0,106.0,28.0,42.0,29.0,43.0,33.0
4162,Cassie,Long Way 2 Go,Long Way 2 Go (Album Version),"New London, CT",222.74567,8,0.319,1,0.465,-8.081,52.711,4,0.774,3.431,310.0,117.0,87.0,77.0,28.0,63.0,26.0,79.0,40.0,5.0,50.0,25.0
4163,Bone Loc,TRISKAIDEKAPHOBIA,King Bong,,329.63873,5,0.643,0,0.524,-3.045,141.041,4,1.0,0.0,356.0,173.0,101.0,68.0,198.0,128.0,124.0,79.0,29.0,42.0,20.0,4.0
4164,Commander Cody And His Lost Planet Airmen,Live From Deep In The Heart Of Texas,Riot In Cell Block #9,,195.65669,4,0.0,0,0.234,-13.839,170.916,1,0.619,0.0,158.0,125.0,69.0,51.0,54.0,36.0,41.0,26.0,13.0,17.0,33.0,22.0
4165,Bobby Darin,Sing & Swing With Bobby Darin,Bullmoose (LP Version),"New York, NY [The Bronx]",147.93098,0,0.904,1,0.713,-8.774,181.368,4,0.35,2.305,224.0,47.0,24.0,45.0,47.0,57.0,14.0,103.0,17.0,22.0,15.0,17.0
4166,David Palmer,Canadian Organ Music Showcase,Émergences: III. Fragments d'épaves,England,486.94812,2,0.0,1,0.146,-24.647,50.751,3,0.922,0.322,171.0,80.0,42.0,39.0,26.0,15.0,15.0,10.0,8.0,9.0,8.0,6.0
4167,Catherine Howe & Vo Fletcher,Going Home,White Winter Hymnal,"Yorkshire, England",242.62485,9,0.53,1,0.626,-10.989,139.913,4,0.0,0.351,303.0,37.0,95.0,40.0,24.0,148.0,6.0,80.0,10.0,16.0,12.0,7.0
4168,Tex Williams,Smoke! Smoke! Smoke!,Start Even,"Ramsey, Fayette County, IL",191.242,9,0.634,1,0.416,-12.62,110.385,1,0.986,0.21,166.0,89.0,69.0,54.0,34.0,38.0,26.0,42.0,36.0,19.0,12.0,12.0
4169,Hank Locklin,Super Box Of Country - 35 Country Classics From the 50's_ 60's_ 70's And 80's,Send Me The Pillow You Dream On,"McLellan, FL",143.35955,0,0.0,0,0.239,-10.067,122.798,4,0.0,0.0,162.0,46.0,64.0,39.0,17.0,33.0,3.0,71.0,35.0,11.0,37.0,3.0
4170,Johnny Osbourne,100% Dynamite,We Need Love,,216.65914,9,0.0,0,0.228,-11.902,105.261,4,0.841,0.164,306.0,107.0,80.0,101.0,90.0,103.0,26.0,25.0,12.0,17.0,10.0,9.0
4171,Melt Banana,Cactuses Come In Flocks,"How To Say ""Rip Them Off""_ Repeat After Me",,29.33506,2,0.28,1,0.186,-2.124,124.986,1,0.0,0.0,15.0,10.0,19.0,3.0,5.0,6.0,6.0,3.0,6.0,5.0,4.0,1.0
4172,Asleep At The Wheel,Santa Loves to Boogie,I Hate Christmas,"Paw Paw, WV",180.50567,9,0.566,1,0.638,-7.828,78.087,1,0.0,0.0,237.0,65.0,36.0,23.0,29.0,44.0,1.0,39.0,7.0,2.0,2.0,0.0
4173,The Birds,The Clarion Call,No Good Without You,"Yiewsley, London, England",162.66404,5,0.658,0,0.426,-9.936,139.811,4,0.0,0.08,301.0,100.0,57.0,48.0,33.0,65.0,50.0,28.0,19.0,12.0,4.0,2.0
4174,Lionel Rogg,Bach: Organ Works Vol.2,Fantasia In C Major BWV 570,"Geneva, Switzerland",171.72853,0,0.755,1,0.824,-32.033,87.735,1,0.0,0.642,143.0,13.0,11.0,10.0,22.0,8.0,4.0,10.0,2.0,2.0,1.0,4.0
4175,Trivium,Ember To Inferno,The Deceived,"Orlando, FL",360.75057,6,0.821,0,0.842,-3.134,105.54,4,0.473,0.0,340.0,125.0,103.0,39.0,50.0,113.0,62.0,67.0,23.0,25.0,28.0,11.0
4176,The Cardigans,Best Of,Rise & Shine,"J�ping, Sweden",211.35628,4,0.586,1,0.547,-4.659,161.994,4,0.391,0.699,379.0,40.0,52.0,37.0,42.0,86.0,7.0,23.0,20.0,1.0,1.0,27.0
4177,Hank Penny,Penny Opus,Peroxide Blond,"Birmingham, AL",127.99955,0,0.039,1,0.329,-16.425,112.313,4,1.0,0.0,86.0,95.0,81.0,56.0,44.0,33.0,28.0,24.0,15.0,12.0,9.0,7.0
4178,East To West,East To West,As Long As I Know,,253.59628,0,0.69,1,0.492,-12.813,139.992,4,0.26,0.0,372.0,55.0,73.0,35.0,27.0,62.0,9.0,27.0,10.0,20.0,9.0,11.0
4179,Paquito Guzman,Direct Al Corazon,Cuando Seolvida El Amor,,327.67955,11,0.25,0,0.406,-7.337,176.113,4,0.277,0.218,477.0,193.0,153.0,130.0,130.0,95.0,83.0,116.0,57.0,56.0,21.0,18.0
4180,M83,Saturdays = Youth,You Appearing,"Antibes, France",219.24526,7,0.446,1,0.569,-11.451,96.047,7,0.841,0.984,105.0,17.0,42.0,62.0,48.0,27.0,2.0,23.0,1.0,2.0,0.0,5.0
4181,Polkaholix,The Great Polka Swindle,Machopolka,GERMANY,190.56281,9,0.375,0,0.397,-6.196,144.001,4,0.0,0.381,122.0,94.0,108.0,66.0,98.0,62.0,25.0,67.0,70.0,120.0,5.0,18.0
4182,Glen Washington,Number One Girl,Sitting In The Park (Medley),,226.21995,4,0.274,0,0.454,-6.065,155.036,4,0.213,0.171,325.0,67.0,22.0,10.0,27.0,55.0,104.0,82.0,3.0,12.0,13.0,23.0
4183,Marvin Hamlisch,The Spy Who Loved Me (Soundtrack),Ride To Atlantis,"New York, NY",209.34485,6,0.499,1,0.462,-16.43,92.87,4,0.579,0.421,227.0,98.0,50.0,30.0,32.0,32.0,20.0,38.0,27.0,18.0,7.0,14.0
4184,Bad Religion,Process Of Belief,The Lie,"Los Angeles, Ca",138.84036,9,0.495,0,0.47,-3.677,140.202,4,0.502,0.2,176.0,27.0,45.0,13.0,45.0,52.0,14.0,58.0,2.0,35.0,3.0,16.0
4185,Jessica Simpson,In This Skin (Standard Package),Take My Breath Away,"Dallas, TX",196.12689,7,0.537,1,0.608,-6.224,99.909,4,0.0,2.38,311.0,69.0,64.0,33.0,45.0,40.0,19.0,21.0,5.0,7.0,9.0,2.0
4186,Jim Breuer,Smoke 'N' Breu,Party In The Stomach (LP Version),,478.92853,0,0.268,0,0.247,-9.639,83.61,5,0.422,0.0,457.0,257.0,168.0,143.0,118.0,139.0,95.0,77.0,46.0,23.0,32.0,10.0
4187,Vilma Palma,Grandes Exitos Vol. 2,Lluvia De Acido,,202.78812,2,0.064,1,0.378,-5.885,97.497,4,1.0,2.74,221.0,186.0,37.0,66.0,57.0,20.0,37.0,43.0,67.0,90.0,27.0,13.0
4188,Pursuit Of Happiness,Love Junk,She's So Young,"Toronto, Ontario, Canada",216.39791,7,0.257,1,0.4,-10.81,133.319,4,0.818,0.27,302.0,16.0,126.0,20.0,20.0,38.0,10.0,77.0,7.0,22.0,2.0,10.0
4189,Antimatter,Lights Out,Expire,,479.45098,6,0.007,1,0.0,-10.258,86.155,4,0.91,0.0,745.0,228.0,37.0,24.0,24.0,48.0,4.0,7.0,29.0,78.0,111.0,190.0
4190,Becoming The Archetype,Dichotomy,End Of The Age,"Atlanta, GA",389.95546,2,0.391,0,0.449,-4.757,85.061,4,0.616,2.583,397.0,259.0,93.0,57.0,52.0,55.0,33.0,70.0,35.0,70.0,50.0,19.0
4191,Storyville,Dog Years,Talk To Me,Texas,343.58812,2,0.532,1,0.642,-10.088,91.976,4,0.712,4.348,461.0,55.0,134.0,53.0,31.0,113.0,20.0,41.0,14.0,25.0,9.0,1.0
4192,ISRAEL & NEW BREED,Alive In South Africa,Not Forgotten,,199.57506,4,0.348,1,0.308,-4.877,96.782,4,1.0,0.0,277.0,74.0,42.0,70.0,88.0,28.0,12.0,17.0,10.0,4.0,9.0,2.0
4193,Karan Casey,Ceol Tacsi,Sliabh Geal gCua,,189.88363,3,0.09,1,0.542,-20.067,102.745,5,0.778,0.163,203.0,85.0,87.0,43.0,8.0,4.0,4.0,14.0,8.0,1.0,8.0,0.0
