MB Genre,Duration (sec),Key,Key Confidence,Mode,Mode Confidence,Loudness,Tempo,Time Signature,Time Signature Confidence,End of Fade In,Interval 1 Count,Interval 2 Count,Interval 3 Count,Interval 4 Count,Interval 5 Count,Interval 6 Count,Interval 7 Count,Interval 8 Count,Interval 9 Count,Interval 10 Count,Interval 11 Count,Interval 12 Count
downtempo,297.66485,7,0.339,1,0.413,-6.454,215.349,3,0.925,0.068,298.0,183.0,88.0,13.0,15.0,10.0,6.0,10.0,33.0,86.0,111.0,216.0
disco,371.33016,0,0.477,1,0.418,-16.532,110.909,4,1.0,0.212,270.0,198.0,187.0,148.0,186.0,236.0,104.0,83.0,36.0,76.0,121.0,37.0
classical,147.64363,3,0.747,1,0.797,-19.76,111.267,4,0.659,0.308,94.0,3.0,9.0,21.0,3.0,31.0,1.0,31.0,11.0,0.0,2.0,0.0
jazz,272.92689,8,0.426,1,0.451,-11.437,105.069,1,0.686,0.0,205.0,140.0,112.0,134.0,88.0,99.0,78.0,112.0,49.0,49.0,22.0,19.0
ballad,295.07873,7,0.963,1,0.718,-7.272,137.806,1,0.283,0.0,353.0,104.0,152.0,43.0,32.0,52.0,31.0,48.0,22.0,26.0,7.0,8.0
blues,356.04853,4,0.404,0,0.415,-9.159,85.401,3,1.0,0.0,307.0,71.0,109.0,67.0,34.0,59.0,7.0,47.0,6.0,28.0,11.0,42.0
alternative rock,214.33424,2,0.439,1,0.524,-4.469,160.109,4,0.47,0.119,207.0,64.0,72.0,31.0,41.0,65.0,20.0,40.0,12.0,30.0,12.0,22.0
reggae,194.63791,0,0.497,1,0.348,-12.828,120.538,4,0.637,2.159,286.0,70.0,164.0,81.0,29.0,23.0,20.0,49.0,10.0,32.0,4.0,8.0
ambient,439.17016,0,0.301,1,0.534,-17.045,66.691,5,1.0,3.68,946.0,230.0,89.0,37.0,38.0,31.0,7.0,203.0,51.0,81.0,8.0,3.0
pop,251.29751,7,0.626,1,0.67,-10.851,79.744,4,0.425,0.282,360.0,46.0,80.0,49.0,40.0,61.0,8.0,47.0,1.0,21.0,8.0,14.0
classical,94.27546,9,0.05,1,0.435,-14.759,144.404,4,1.0,1.134,55.0,13.0,8.0,6.0,7.0,17.0,1.0,4.0,12.0,0.0,6.0,1.0
black metal,190.87628,7,0.37,0,0.43,-4.67,105.061,4,0.596,0.107,205.0,38.0,64.0,17.0,7.0,25.0,8.0,32.0,12.0,11.0,27.0,2.0
electro,281.0771,9,0.039,1,0.252,-11.403,132.946,4,1.0,2.705,276.0,148.0,99.0,27.0,29.0,24.0,54.0,91.0,27.0,41.0,91.0,99.0
classical,275.19955,2,0.039,1,0.049,-16.683,121.667,5,0.454,0.0,226.0,41.0,27.0,17.0,20.0,27.0,10.0,37.0,17.0,8.0,6.0,1.0
hard rock,366.57587,1,0.527,0,0.541,-13.878,196.865,7,0.988,4.563,379.0,124.0,139.0,68.0,36.0,90.0,31.0,78.0,33.0,12.0,16.0,14.0
jazz,409.0771,7,0.259,1,0.226,-13.132,103.022,3,0.792,3.111,277.0,282.0,179.0,167.0,115.0,113.0,116.0,60.0,65.0,82.0,73.0,23.0
blues,291.76118,2,0.363,1,0.467,-15.918,110.14,3,1.0,0.324,208.0,60.0,138.0,120.0,91.0,58.0,33.0,77.0,34.0,64.0,8.0,11.0
classical,244.61016,10,0.248,1,0.249,-20.819,117.772,5,0.811,0.0,281.0,175.0,72.0,29.0,49.0,51.0,9.0,20.0,19.0,32.0,21.0,17.0
pop,163.60444,0,0.536,1,0.536,-11.441,123.825,4,0.532,0.328,218.0,51.0,67.0,43.0,32.0,36.0,9.0,34.0,24.0,53.0,18.0,17.0
pop,182.33424,10,0.209,0,0.362,-15.498,110.058,4,0.126,2.485,90.0,96.0,48.0,31.0,34.0,26.0,13.0,26.0,17.0,13.0,20.0,3.0
hip hop,239.33342,1,0.866,0,0.557,-6.947,179.912,4,0.331,0.0,477.0,67.0,236.0,39.0,33.0,46.0,15.0,180.0,23.0,47.0,8.0,0.0
easy listening,172.30322,0,0.407,1,0.459,-13.173,148.929,4,0.367,0.0,155.0,77.0,53.0,40.0,35.0,65.0,17.0,29.0,12.0,36.0,2.0,6.0
hip hop,225.48853,6,0.835,0,0.77,-4.947,106.919,4,1.0,0.345,256.0,164.0,112.0,118.0,41.0,149.0,49.0,70.0,83.0,23.0,20.0,4.0
alternative hip hop,192.1824,6,0.211,1,0.363,-6.258,155.038,4,0.41,0.27,230.0,223.0,62.0,77.0,109.0,86.0,36.0,12.0,11.0,38.0,21.0,10.0
alternative rock,172.90404,0,0.546,1,0.519,-7.971,101.409,4,0.851,0.223,94.0,96.0,92.0,49.0,41.0,83.0,22.0,32.0,7.0,13.0,4.0,3.0
alternative metal,331.36281,0,0.806,1,0.505,-12.527,91.371,4,0.934,0.0,407.0,45.0,89.0,40.0,29.0,63.0,13.0,45.0,26.0,12.0,5.0,4.0
dancehall,227.34322,10,0.509,0,0.555,-12.955,140.281,1,0.515,0.212,230.0,182.0,146.0,107.0,63.0,72.0,39.0,98.0,82.0,71.0,95.0,34.0
downtempo,327.47057,7,0.772,1,0.499,-6.152,133.343,5,0.711,0.0,371.0,212.0,198.0,109.0,59.0,109.0,200.0,202.0,54.0,53.0,25.0,1.0
hip hop,255.76444,2,0.843,1,0.867,-10.75,98.485,4,0.937,0.0,301.0,70.0,72.0,69.0,36.0,82.0,17.0,63.0,33.0,18.0,3.0,10.0
reggae,224.02567,0,0.08,1,0.276,-5.142,151.744,4,0.931,0.0,331.0,149.0,109.0,28.0,37.0,20.0,21.0,36.0,25.0,62.0,16.0,101.0
reggae,170.50077,8,0.708,1,0.548,-13.898,166.05,4,0.281,0.125,253.0,72.0,70.0,40.0,28.0,64.0,9.0,39.0,49.0,10.0,2.0,0.0
punk,158.27546,8,0.243,1,0.3,-9.68,134.648,4,0.251,0.172,191.0,76.0,35.0,51.0,25.0,41.0,24.0,18.0,31.0,3.0,13.0,28.0
hard rock,272.16934,9,0.795,1,0.656,-5.457,110.768,4,0.87,0.0,218.0,66.0,127.0,68.0,76.0,54.0,23.0,61.0,25.0,66.0,5.0,21.0
classic rock,369.13587,11,0.906,0,0.822,-11.085,121.842,4,0.481,0.0,303.0,112.0,123.0,77.0,72.0,249.0,40.0,49.0,17.0,39.0,34.0,21.0
electronic,312.39791,1,0.707,1,0.647,-8.987,117.263,4,0.168,0.0,410.0,218.0,96.0,48.0,34.0,11.0,28.0,116.0,25.0,8.0,18.0,28.0
blues,191.9473,10,0.348,0,0.581,-12.546,53.672,3,0.412,0.171,155.0,90.0,56.0,33.0,52.0,62.0,21.0,23.0,14.0,33.0,30.0,6.0
contemporary jazz,292.17914,7,0.367,1,0.288,-24.22,141.229,4,0.06,2.316,319.0,224.0,50.0,24.0,18.0,11.0,1.0,19.0,3.0,8.0,0.0,0.0
reggae,280.45016,7,0.966,1,0.778,-9.513,88.137,4,0.109,0.0,324.0,147.0,122.0,47.0,86.0,99.0,30.0,69.0,34.0,60.0,22.0,36.0
blues,175.90812,10,0.389,1,0.362,-19.263,131.683,4,0.599,0.334,123.0,53.0,91.0,115.0,28.0,50.0,43.0,15.0,46.0,34.0,10.0,2.0
easy listening,126.79791,2,0.75,0,0.613,-9.144,184.279,1,0.114,0.145,159.0,70.0,29.0,26.0,29.0,29.0,21.0,63.0,22.0,12.0,15.0,12.0
rock,215.74485,11,0.563,1,0.589,-6.81,151.936,4,0.325,0.154,263.0,70.0,42.0,72.0,21.0,66.0,6.0,57.0,19.0,22.0,28.0,10.0
soul,144.71791,4,0.375,1,0.507,-9.693,125.028,4,0.124,0.38,236.0,61.0,39.0,54.0,17.0,28.0,8.0,27.0,27.0,8.0,35.0,5.0
pop,191.29424,7,0.349,1,0.423,-4.985,151.036,4,0.363,0.0,285.0,82.0,48.0,21.0,19.0,41.0,18.0,54.0,16.0,25.0,20.0,53.0
alternative rock,231.23546,0,0.213,0,0.186,-4.818,111.541,4,0.731,0.229,142.0,133.0,120.0,99.0,88.0,100.0,37.0,41.0,38.0,36.0,10.0,16.0
hard rock,249.93914,9,0.959,0,0.674,-13.832,119.981,4,0.65,0.206,390.0,85.0,49.0,18.0,42.0,77.0,19.0,17.0,6.0,8.0,2.0,6.0
hard rock,207.0722,8,0.904,1,0.812,-4.044,121.029,4,0.71,0.084,266.0,29.0,87.0,43.0,20.0,92.0,11.0,70.0,26.0,11.0,6.0,4.0
disco,145.78893,11,0.633,1,0.567,-8.871,156.074,4,0.126,0.253,272.0,28.0,51.0,23.0,16.0,73.0,1.0,7.0,12.0,7.0,21.0,27.0
alternative rock,202.10893,11,0.472,1,0.301,-5.087,128.988,4,0.214,0.322,244.0,38.0,75.0,91.0,16.0,96.0,58.0,36.0,126.0,19.0,41.0,68.0
alternative rock,150.15138,11,0.025,1,0.412,-3.778,91.357,4,0.543,0.223,170.0,14.0,51.0,43.0,13.0,67.0,11.0,17.0,12.0,0.0,13.0,6.0
hip hop,210.54649,11,0.124,0,0.5,-3.275,100.078,4,0.917,0.0,174.0,102.0,140.0,79.0,63.0,61.0,128.0,50.0,17.0,59.0,20.0,18.0
alternative metal,223.99955,7,0.704,1,0.611,-3.709,156.005,4,0.614,0.409,280.0,155.0,77.0,52.0,40.0,59.0,50.0,85.0,32.0,10.0,2.0,4.0
pop,149.89016,2,0.409,1,0.552,-10.623,131.01,4,0.542,0.496,169.0,45.0,76.0,25.0,38.0,33.0,16.0,54.0,3.0,7.0,2.0,6.0
latin,233.50812,2,0.745,1,0.562,-2.999,102.165,4,0.649,0.0,219.0,102.0,56.0,44.0,42.0,100.0,10.0,85.0,45.0,20.0,7.0,5.0
alternative rock,224.93995,0,0.648,1,0.696,-4.772,118.055,4,0.692,0.194,409.0,24.0,46.0,11.0,38.0,48.0,14.0,38.0,7.0,18.0,0.0,10.0
electronic,320.93995,6,0.008,1,0.157,-4.962,87.122,4,0.84,0.0,416.0,199.0,41.0,49.0,37.0,190.0,139.0,48.0,10.0,11.0,68.0,56.0
alternative rock,130.55955,4,0.557,1,0.434,-7.324,133.142,4,0.807,0.0,186.0,26.0,24.0,26.0,36.0,38.0,9.0,9.0,19.0,5.0,3.0,3.0
soul,180.32281,4,0.137,0,0.215,-12.872,124.335,4,0.703,0.0,150.0,110.0,106.0,41.0,42.0,84.0,27.0,57.0,13.0,25.0,7.0,6.0
hip hop,274.85995,1,0.178,1,0.256,-6.696,177.942,4,0.81,0.14,395.0,216.0,46.0,65.0,157.0,121.0,44.0,43.0,39.0,33.0,45.0,11.0
alternative metal,242.96444,11,0.719,1,0.42,-10.149,85.599,3,1.0,3.733,584.0,221.0,99.0,36.0,6.0,19.0,13.0,31.0,41.0,39.0,61.0,38.0
electro,243.33016,3,0.72,1,0.538,-11.323,86.499,4,0.147,0.967,234.0,108.0,70.0,47.0,33.0,41.0,20.0,47.0,35.0,25.0,23.0,3.0
soul,173.26975,6,0.304,0,0.325,-13.332,130.839,1,0.18,1.217,149.0,85.0,64.0,60.0,17.0,45.0,28.0,60.0,105.0,25.0,26.0,3.0
easy listening,184.45016,9,0.75,0,0.692,-16.45,85.131,4,0.938,2.978,233.0,33.0,27.0,32.0,48.0,35.0,18.0,21.0,8.0,55.0,8.0,14.0
electronic,52.87138,0,0.774,1,0.721,-19.963,104.988,3,0.198,0.0,55.0,15.0,11.0,8.0,5.0,16.0,1.0,22.0,1.0,1.0,2.0,3.0
reggae,428.56444,4,0.743,0,0.727,-8.403,105.994,3,1.0,4.267,559.0,67.0,73.0,52.0,100.0,65.0,16.0,125.0,2.0,20.0,3.0,14.0
classical,233.74322,4,0.512,0,0.505,-3.734,114.127,4,0.979,0.0,207.0,54.0,54.0,14.0,32.0,42.0,6.0,47.0,3.0,23.0,9.0,0.0
alternative metal,217.59955,0,0.05,1,0.345,-3.955,130.867,4,0.382,6.676,321.0,46.0,36.0,67.0,47.0,58.0,35.0,45.0,11.0,0.0,3.0,6.0
pop rock,161.85424,0,0.659,1,0.675,-13.961,100.191,4,0.682,0.356,207.0,31.0,30.0,31.0,57.0,80.0,11.0,33.0,7.0,31.0,31.0,19.0
alternative rock,159.65995,2,0.433,1,0.499,-5.612,150.871,4,1.0,2.572,150.0,46.0,66.0,24.0,15.0,76.0,11.0,42.0,14.0,33.0,7.0,14.0
ambient,488.17587,4,0.669,0,0.606,-6.183,141.192,4,0.307,0.0,380.0,110.0,312.0,153.0,77.0,60.0,52.0,233.0,25.0,145.0,59.0,13.0
jazz,183.87546,10,0.032,0,0.114,-17.087,95.073,4,1.0,0.141,93.0,97.0,62.0,125.0,69.0,78.0,25.0,40.0,38.0,21.0,21.0,17.0
hip hop,247.37914,7,0.179,1,0.533,-10.069,84.973,4,0.982,0.0,253.0,251.0,119.0,64.0,102.0,72.0,83.0,98.0,32.0,22.0,24.0,34.0
hard rock,445.17832,6,0.389,1,0.549,-3.891,134.188,7,0.736,0.0,361.0,67.0,82.0,72.0,34.0,71.0,18.0,103.0,29.0,7.0,31.0,10.0
pop,241.44934,7,0.335,1,0.37,-10.03,92.974,4,0.994,2.038,172.0,202.0,117.0,93.0,100.0,64.0,49.0,77.0,111.0,70.0,58.0,57.0
ballad,267.44118,8,0.02,1,0.269,-12.299,148.073,4,0.91,3.762,275.0,82.0,117.0,70.0,58.0,66.0,15.0,50.0,20.0,7.0,25.0,13.0
electronic,186.40934,6,0.599,0,0.584,-4.242,86.113,3,1.0,0.0,283.0,129.0,62.0,31.0,19.0,47.0,38.0,41.0,85.0,70.0,82.0,125.0
classic rock,287.9473,9,0.207,0,0.371,-8.212,132.106,4,0.284,0.0,198.0,129.0,117.0,48.0,84.0,95.0,43.0,85.0,54.0,71.0,23.0,21.0
blues,171.49342,8,0.41,1,0.188,-14.876,136.915,1,0.488,0.179,209.0,110.0,53.0,49.0,25.0,30.0,21.0,14.0,68.0,20.0,5.0,22.0
easy listening,155.16689,2,0.603,1,0.63,-13.921,96.474,1,0.475,0.291,131.0,61.0,100.0,54.0,29.0,63.0,19.0,47.0,13.0,21.0,20.0,3.0
latin,239.67302,11,0.192,1,0.476,-3.593,99.995,4,0.549,0.345,307.0,176.0,101.0,62.0,64.0,87.0,25.0,96.0,35.0,23.0,60.0,48.0
rock,219.11465,9,0.397,0,0.318,-9.024,101.241,5,1.0,0.0,227.0,94.0,77.0,29.0,55.0,59.0,42.0,42.0,22.0,52.0,13.0,42.0
jazz,192.15628,9,0.107,1,0.362,-17.985,144.184,5,0.777,0.754,101.0,71.0,80.0,57.0,34.0,46.0,25.0,26.0,21.0,25.0,24.0,11.0
dancehall,230.53016,11,0.77,1,0.595,-11.485,97.004,4,0.78,0.368,164.0,131.0,90.0,135.0,105.0,112.0,79.0,71.0,46.0,27.0,48.0,21.0
folk,231.73179,5,0.088,0,0.206,-6.079,130.545,4,0.64,0.553,214.0,136.0,141.0,68.0,74.0,33.0,45.0,49.0,29.0,22.0,38.0,4.0
hard rock,174.10567,3,0.064,1,0.377,-7.742,111.943,4,0.203,0.384,223.0,40.0,51.0,55.0,9.0,51.0,13.0,49.0,32.0,4.0,35.0,8.0
ballad,184.86812,4,0.743,1,0.7,-13.751,120.026,4,0.241,0.508,324.0,12.0,27.0,91.0,41.0,46.0,0.0,89.0,45.0,0.0,32.0,0.0
jazz,163.97016,4,0.513,0,0.397,-10.814,100.72,4,0.358,0.485,115.0,127.0,70.0,66.0,28.0,32.0,19.0,34.0,24.0,6.0,17.0,9.0
hip hop,283.32363,2,0.055,1,0.389,-12.195,118.926,4,0.671,3.355,456.0,181.0,90.0,120.0,41.0,17.0,31.0,53.0,44.0,57.0,102.0,29.0
country,165.61587,3,0.453,1,0.612,-20.779,96.801,3,0.541,0.311,122.0,54.0,39.0,42.0,23.0,36.0,14.0,30.0,7.0,4.0,6.0,2.0
reggae,235.78077,6,0.109,0,0.268,-8.754,153.738,4,0.287,0.0,242.0,72.0,96.0,126.0,79.0,142.0,28.0,39.0,17.0,8.0,22.0,12.0
hard rock,269.71383,0,0.461,0,0.526,-12.535,143.137,4,0.457,0.165,250.0,126.0,196.0,118.0,72.0,105.0,74.0,90.0,46.0,15.0,58.0,5.0
jazz,424.51546,9,0.332,1,0.305,-12.205,187.406,4,0.141,0.16,296.0,298.0,189.0,112.0,113.0,91.0,48.0,103.0,107.0,91.0,92.0,45.0
latin,189.88363,7,0.679,0,0.577,-8.445,106.449,4,0.603,0.427,433.0,147.0,49.0,21.0,19.0,105.0,50.0,64.0,33.0,40.0,8.0,7.0
classical,641.48853,0,0.426,0,0.483,-25.895,170.899,7,0.621,7.059,362.0,89.0,64.0,42.0,36.0,45.0,24.0,37.0,37.0,16.0,30.0,14.0
contemporary jazz,338.02404,9,0.562,0,0.506,-26.862,103.562,4,1.0,0.274,243.0,48.0,78.0,31.0,22.0,45.0,16.0,44.0,6.0,12.0,7.0,14.0
rock,242.88608,7,0.093,1,0.386,-13.224,122.298,4,0.546,0.0,369.0,252.0,67.0,41.0,56.0,40.0,39.0,49.0,13.0,12.0,10.0,15.0
electronic,474.61832,11,0.727,1,0.536,-9.788,127.887,4,0.403,0.34,391.0,626.0,308.0,275.0,65.0,199.0,165.0,80.0,195.0,118.0,73.0,71.0
contemporary jazz,345.5473,5,0.463,0,0.463,-15.525,171.99,7,1.0,0.0,289.0,198.0,120.0,93.0,118.0,75.0,83.0,78.0,34.0,28.0,17.0,9.0
rock,146.07628,9,0.535,0,0.458,-15.913,101.195,3,0.582,0.235,108.0,95.0,52.0,45.0,53.0,55.0,33.0,24.0,20.0,37.0,14.0,17.0
latin,264.54159,0,0.577,1,0.479,-7.918,109.996,4,0.943,0.362,439.0,43.0,59.0,40.0,32.0,59.0,17.0,49.0,10.0,12.0,16.0,2.0
pop,257.25342,2,0.393,1,0.557,-4.925,93.156,4,0.824,0.288,200.0,82.0,87.0,50.0,45.0,80.0,16.0,57.0,33.0,23.0,9.0,6.0
blues,253.51791,11,0.111,0,0.248,-11.213,119.52,4,0.202,0.369,187.0,172.0,183.0,168.0,58.0,45.0,30.0,24.0,22.0,31.0,58.0,21.0
ambient,521.56036,7,0.307,1,0.417,-10.893,101.99,4,0.777,0.148,1128.0,332.0,216.0,199.0,118.0,61.0,236.0,384.0,33.0,64.0,43.0,34.0
disco,338.02404,10,0.012,0,0.15,-9.992,77.352,3,1.0,0.276,759.0,157.0,46.0,81.0,36.0,34.0,33.0,216.0,3.0,24.0,10.0,39.0
electronic,325.85098,1,0.649,1,0.565,-13.015,130.007,4,1.0,0.0,421.0,404.0,64.0,50.0,127.0,330.0,314.0,217.0,40.0,22.0,52.0,16.0
folk,198.29506,4,0.822,0,0.541,-13.129,130.99,1,0.18,0.0,138.0,119.0,76.0,115.0,85.0,54.0,31.0,64.0,23.0,15.0,15.0,14.0
gospel,295.10485,2,0.696,1,0.8,-10.602,94.315,5,0.785,0.0,334.0,83.0,97.0,30.0,35.0,53.0,16.0,63.0,22.0,21.0,11.0,7.0
blues,168.30649,11,0.576,1,0.602,-7.207,149.527,4,0.177,0.444,107.0,94.0,67.0,69.0,39.0,35.0,21.0,30.0,20.0,10.0,24.0,27.0
alternative metal,255.73832,5,0.672,0,0.621,-6.137,143.881,4,0.246,0.38,413.0,117.0,71.0,69.0,46.0,33.0,20.0,39.0,15.0,17.0,32.0,2.0
rock,285.43955,9,0.775,1,0.778,-10.88,96.911,4,0.176,0.0,320.0,47.0,104.0,61.0,34.0,117.0,20.0,96.0,40.0,19.0,59.0,7.0
reggae,167.36608,4,0.049,0,0.236,-8.383,122.701,5,0.472,5.851,201.0,122.0,102.0,86.0,79.0,63.0,42.0,42.0,79.0,43.0,33.0,21.0
contemporary christian,158.27546,2,0.047,1,0.252,-14.677,112.248,1,0.73,0.305,160.0,62.0,57.0,36.0,21.0,26.0,15.0,40.0,27.0,27.0,13.0,10.0
jazz,201.22077,5,0.242,0,0.365,-28.25,176.138,3,0.74,0.303,91.0,64.0,71.0,70.0,48.0,54.0,30.0,41.0,17.0,13.0,10.0,2.0
hip hop,161.38404,5,0.665,0,0.606,-9.161,96.979,4,0.895,0.165,149.0,232.0,123.0,114.0,64.0,44.0,34.0,21.0,21.0,6.0,3.0,9.0
alternative rock,274.05016,5,0.363,1,0.429,-6.848,124.013,4,1.0,0.125,445.0,63.0,61.0,27.0,76.0,100.0,10.0,51.0,15.0,21.0,20.0,0.0
electronic,297.66485,4,0.874,0,0.61,-6.066,87.999,4,1.0,0.084,310.0,71.0,93.0,76.0,84.0,59.0,36.0,25.0,12.0,19.0,39.0,48.0
blues,107.93751,8,0.673,1,0.627,-9.394,157.699,1,0.034,0.171,78.0,50.0,52.0,39.0,26.0,26.0,24.0,35.0,19.0,19.0,8.0,2.0
classic rock,184.55465,5,0.413,1,0.388,-8.535,165.976,4,1.0,0.0,246.0,60.0,37.0,26.0,8.0,26.0,8.0,51.0,23.0,5.0,34.0,10.0
heavy metal,371.19955,5,0.07,1,0.209,-9.657,107.886,4,0.652,0.165,353.0,84.0,151.0,56.0,69.0,80.0,16.0,90.0,15.0,22.0,6.0,34.0
disco,197.69424,3,0.332,0,0.245,-10.321,151.752,4,0.52,2.258,276.0,76.0,61.0,46.0,27.0,33.0,29.0,51.0,36.0,22.0,36.0,17.0
alternative metal,159.76444,2,0.247,0,0.49,-10.012,128.961,3,0.793,0.0,179.0,63.0,42.0,27.0,19.0,37.0,12.0,23.0,12.0,7.0,0.0,2.0
classical,115.43465,7,0.108,1,0.389,-21.277,61.349,5,0.664,0.207,193.0,25.0,31.0,46.0,23.0,34.0,18.0,24.0,3.0,18.0,6.0,2.0
ambient,113.55383,7,0.466,1,0.697,-19.195,67.76,3,0.947,5.532,182.0,14.0,35.0,13.0,20.0,17.0,5.0,26.0,3.0,12.0,0.0,2.0
hard rock,402.36363,6,0.741,1,0.82,-5.454,122.838,4,0.554,0.0,584.0,53.0,81.0,34.0,40.0,130.0,32.0,67.0,26.0,15.0,35.0,10.0
hip hop,260.33587,1,0.663,1,0.374,-5.869,100.694,4,1.0,0.0,393.0,208.0,68.0,73.0,86.0,110.0,44.0,80.0,44.0,40.0,12.0,6.0
east coast hip hop,247.77098,11,0.443,1,0.512,-5.804,91.981,4,1.0,0.084,187.0,177.0,128.0,100.0,28.0,64.0,50.0,62.0,43.0,50.0,57.0,25.0
pop,276.6624,9,0.704,1,0.712,-12.086,118.427,4,0.844,0.409,346.0,72.0,107.0,82.0,49.0,105.0,14.0,132.0,16.0,18.0,28.0,12.0
electronic,501.83791,2,0.019,1,0.244,-6.217,170.063,4,0.69,0.386,1028.0,113.0,229.0,249.0,9.0,109.0,29.0,158.0,69.0,2.0,4.0,1.0
gangsta rap,292.25751,1,0.015,0,0.271,-2.274,174.651,4,0.505,0.276,358.0,229.0,79.0,112.0,105.0,122.0,49.0,25.0,62.0,117.0,83.0,20.0
hard rock,364.53832,4,0.563,1,0.534,-6.436,112.149,4,0.855,2.525,370.0,120.0,83.0,135.0,124.0,92.0,57.0,136.0,61.0,26.0,80.0,40.0
reggae,287.65995,5,0.551,0,0.592,-6.304,85.731,1,0.584,0.148,372.0,121.0,137.0,87.0,68.0,114.0,27.0,69.0,27.0,26.0,32.0,9.0
blues rock,116.45342,0,0.75,1,0.692,-21.623,97.519,4,0.586,0.118,94.0,23.0,43.0,17.0,26.0,45.0,15.0,48.0,5.0,26.0,7.0,12.0
dancehall,217.86077,11,0.485,0,0.621,-11.222,97.997,4,1.0,0.168,244.0,179.0,73.0,75.0,84.0,105.0,190.0,79.0,29.0,70.0,44.0,21.0
dancehall,233.58649,6,0.892,1,0.449,-7.473,80.521,3,1.0,0.0,154.0,265.0,25.0,31.0,68.0,170.0,69.0,30.0,21.0,27.0,173.0,59.0
alternative rock,329.7171,9,0.585,0,0.541,-9.458,126.947,7,0.957,0.0,346.0,102.0,66.0,50.0,58.0,73.0,27.0,36.0,19.0,51.0,6.0,4.0
alternative metal,190.9024,5,0.557,1,0.524,-4.531,91.145,4,0.664,0.218,120.0,75.0,42.0,42.0,49.0,43.0,42.0,57.0,17.0,18.0,16.0,4.0
folk rock,130.76853,4,0.247,1,0.465,-23.964,149.9,3,1.0,0.0,130.0,36.0,29.0,39.0,13.0,13.0,10.0,22.0,32.0,1.0,8.0,0.0
electronic,241.81506,7,0.286,0,0.41,-6.65,121.993,4,0.787,0.38,274.0,98.0,96.0,46.0,55.0,90.0,19.0,29.0,24.0,16.0,42.0,6.0
heavy metal,222.27546,11,0.771,0,0.833,-6.338,160.783,4,0.537,0.0,170.0,98.0,30.0,16.0,35.0,63.0,48.0,25.0,17.0,42.0,65.0,70.0
hip hop,234.1873,0,0.496,0,0.69,-4.619,151.956,4,0.854,0.0,240.0,52.0,63.0,49.0,44.0,48.0,31.0,70.0,11.0,19.0,34.0,4.0
electro,240.71791,8,0.901,1,0.827,-5.281,123.998,5,0.492,0.235,503.0,96.0,188.0,60.0,50.0,105.0,25.0,67.0,30.0,72.0,23.0,1.0
pop,287.16363,4,0.201,0,0.172,-9.021,128.685,4,0.436,0.159,171.0,145.0,109.0,100.0,79.0,72.0,33.0,54.0,48.0,27.0,45.0,28.0
blues rock,263.36608,7,0.508,1,0.544,-6.578,193.14,4,0.017,0.0,182.0,120.0,101.0,95.0,59.0,80.0,53.0,55.0,58.0,61.0,14.0,5.0
blues,166.73914,8,0.649,1,0.583,-14.373,122.546,4,0.454,0.061,135.0,106.0,74.0,38.0,26.0,43.0,20.0,47.0,23.0,43.0,1.0,0.0
contemporary jazz,258.35057,7,0.446,0,0.515,-7.028,93.986,4,0.648,0.247,305.0,134.0,127.0,85.0,69.0,68.0,32.0,111.0,49.0,62.0,70.0,10.0
alternative rock,279.71873,9,0.741,1,0.543,-5.071,147.998,4,0.168,0.345,283.0,76.0,90.0,77.0,41.0,75.0,20.0,66.0,32.0,30.0,20.0,14.0
folk,353.04444,7,0.54,1,0.569,-8.192,91.973,4,1.0,0.113,523.0,105.0,132.0,87.0,77.0,124.0,48.0,125.0,13.0,23.0,15.0,25.0
folk rock,243.51302,2,0.705,1,0.639,-19.514,131.84,4,0.179,0.148,199.0,79.0,101.0,91.0,52.0,83.0,14.0,68.0,18.0,3.0,8.0,0.0
electronic,265.84771,1,0.266,1,0.269,-7.855,124.553,4,0.983,0.0,468.0,176.0,18.0,55.0,16.0,15.0,73.0,285.0,19.0,29.0,74.0,95.0
pop rock,212.37506,7,0.438,1,0.63,-5.714,165.019,4,0.393,0.0,269.0,73.0,45.0,32.0,32.0,50.0,13.0,23.0,16.0,15.0,11.0,20.0
jazz,236.93016,0,0.242,1,0.555,-8.041,89.865,4,0.879,1.054,299.0,63.0,72.0,68.0,60.0,109.0,37.0,91.0,13.0,32.0,45.0,25.0
ballad,134.60853,10,0.771,1,0.663,-17.001,80.182,4,0.459,0.0,109.0,25.0,35.0,20.0,26.0,32.0,4.0,12.0,2.0,5.0,8.0,2.0
alternative rock,297.53424,6,0.738,1,0.625,-5.157,122.924,4,0.747,0.496,270.0,122.0,87.0,69.0,66.0,121.0,50.0,57.0,79.0,32.0,48.0,7.0
jazz,180.50567,7,0.695,1,0.556,-8.154,109.018,3,1.0,3.512,236.0,78.0,144.0,42.0,23.0,23.0,9.0,74.0,19.0,49.0,1.0,6.0
disco,328.56771,9,0.585,1,0.599,-11.037,81.947,4,0.624,2.804,401.0,89.0,88.0,45.0,23.0,46.0,14.0,59.0,13.0,47.0,13.0,29.0
rock,238.05342,2,0.762,1,0.643,-3.492,91.873,4,0.61,0.131,219.0,160.0,57.0,31.0,41.0,41.0,30.0,57.0,47.0,31.0,29.0,17.0
latin,242.80771,5,0.129,0,0.312,-8.707,152.857,4,0.929,0.0,237.0,175.0,67.0,61.0,48.0,57.0,55.0,101.0,63.0,32.0,64.0,26.0
